Province,Police Station,Crime,Year,Incidents
NC,Alexander Bay,Total Sexual Crimes,2007,4
NC,Alexander Bay,Total Sexual Crimes,2008,7
NC,Alexander Bay,Total Sexual Crimes,2009,7
NC,Alexander Bay,Total Sexual Crimes,2010,8
NC,Alexander Bay,Total Sexual Crimes,2011,8
NC,Alexander Bay,Total Sexual Crimes,2012,4
NC,Alexander Bay,Total Sexual Crimes,2013,4
NC,Alexander Bay,Total Sexual Crimes,2014,6
NC,Alexander Bay,Truck hijacking,2005,0
NC,Alexander Bay,Truck hijacking,2006,0
NC,Alexander Bay,Truck hijacking,2007,0
NC,Alexander Bay,Truck hijacking,2008,0
NC,Alexander Bay,Truck hijacking,2009,0
NC,Alexander Bay,Truck hijacking,2010,0
NC,Alexander Bay,Truck hijacking,2011,0
NC,Alexander Bay,Truck hijacking,2012,0
NC,Alexander Bay,Truck hijacking,2013,0
NC,Alexander Bay,Truck hijacking,2014,0
NC,Alexander Bay,Unlawful possession of firearms and ammunition,2005,4
NC,Alexander Bay,Unlawful possession of firearms and ammunition,2006,2
NC,Alexander Bay,Unlawful possession of firearms and ammunition,2007,2
NC,Alexander Bay,Unlawful possession of firearms and ammunition,2008,0
NC,Alexander Bay,Unlawful possession of firearms and ammunition,2009,0
NC,Alexander Bay,Unlawful possession of firearms and ammunition,2010,0
NC,Alexander Bay,Unlawful possession of firearms and ammunition,2011,1
NC,Alexander Bay,Unlawful possession of firearms and ammunition,2012,2
NC,Alexander Bay,Unlawful possession of firearms and ammunition,2013,0
NC,Alexander Bay,Unlawful possession of firearms and ammunition,2014,0
NC,Augrabies,All theft not mentioned elsewhere,2005,0
NC,Augrabies,All theft not mentioned elsewhere,2006,0
NC,Augrabies,All theft not mentioned elsewhere,2007,0
NC,Augrabies,All theft not mentioned elsewhere,2008,0
NC,Augrabies,All theft not mentioned elsewhere,2009,0
NC,Augrabies,All theft not mentioned elsewhere,2010,59
NC,Augrabies,All theft not mentioned elsewhere,2011,45
NC,Augrabies,All theft not mentioned elsewhere,2012,47
NC,Augrabies,All theft not mentioned elsewhere,2013,51
NC,Augrabies,All theft not mentioned elsewhere,2014,37
NC,Augrabies,Arson,2005,0
NC,Augrabies,Arson,2006,0
NC,Augrabies,Arson,2007,0
NC,Augrabies,Arson,2008,0
NC,Augrabies,Arson,2009,0
NC,Augrabies,Arson,2010,5
NC,Augrabies,Arson,2011,0
NC,Augrabies,Arson,2012,1
NC,Augrabies,Arson,2013,0
NC,Augrabies,Arson,2014,1
NC,Augrabies,Assault with the intent to inflict grievous bodily harm,2005,0
NC,Augrabies,Assault with the intent to inflict grievous bodily harm,2006,0
NC,Augrabies,Assault with the intent to inflict grievous bodily harm,2007,0
NC,Augrabies,Assault with the intent to inflict grievous bodily harm,2008,0
NC,Augrabies,Assault with the intent to inflict grievous bodily harm,2009,0
NC,Augrabies,Assault with the intent to inflict grievous bodily harm,2010,79
NC,Augrabies,Assault with the intent to inflict grievous bodily harm,2011,83
NC,Augrabies,Assault with the intent to inflict grievous bodily harm,2012,54
NC,Augrabies,Assault with the intent to inflict grievous bodily harm,2013,75
NC,Augrabies,Assault with the intent to inflict grievous bodily harm,2014,70
NC,Augrabies,Attempted murder,2005,0
NC,Augrabies,Attempted murder,2006,0
NC,Augrabies,Attempted murder,2007,0
NC,Augrabies,Attempted murder,2008,0
NC,Augrabies,Attempted murder,2009,0
NC,Augrabies,Attempted murder,2010,4
NC,Augrabies,Attempted murder,2011,0
NC,Augrabies,Attempted murder,2012,2
NC,Augrabies,Attempted murder,2013,7
NC,Augrabies,Attempted murder,2014,4
NC,Augrabies,Burglary at non-residential premises,2005,0
NC,Augrabies,Burglary at non-residential premises,2006,0
NC,Augrabies,Burglary at non-residential premises,2007,0
NC,Augrabies,Burglary at non-residential premises,2008,0
NC,Augrabies,Burglary at non-residential premises,2009,0
NC,Augrabies,Burglary at non-residential premises,2010,13
NC,Augrabies,Burglary at non-residential premises,2011,8
NC,Augrabies,Burglary at non-residential premises,2012,17
NC,Augrabies,Burglary at non-residential premises,2013,13
NC,Augrabies,Burglary at non-residential premises,2014,12
NC,Augrabies,Burglary at residential premises,2005,0
NC,Augrabies,Burglary at residential premises,2006,0
NC,Augrabies,Burglary at residential premises,2007,0
NC,Augrabies,Burglary at residential premises,2008,0
NC,Augrabies,Burglary at residential premises,2009,0
NC,Augrabies,Burglary at residential premises,2010,56
NC,Augrabies,Burglary at residential premises,2011,35
NC,Augrabies,Burglary at residential premises,2012,27
NC,Augrabies,Burglary at residential premises,2013,34
NC,Augrabies,Burglary at residential premises,2014,38
NC,Augrabies,Carjacking,2005,0
NC,Augrabies,Carjacking,2006,0
NC,Augrabies,Carjacking,2007,0
NC,Augrabies,Carjacking,2008,0
NC,Augrabies,Carjacking,2009,0
NC,Augrabies,Carjacking,2010,0
NC,Augrabies,Carjacking,2011,0
NC,Augrabies,Carjacking,2012,0
NC,Augrabies,Carjacking,2013,1
NC,Augrabies,Carjacking,2014,0
NC,Augrabies,Commercial crime,2005,0
NC,Augrabies,Commercial crime,2006,0
NC,Augrabies,Commercial crime,2007,0
NC,Augrabies,Commercial crime,2008,0
NC,Augrabies,Commercial crime,2009,0
NC,Augrabies,Commercial crime,2010,2
NC,Augrabies,Commercial crime,2011,2
NC,Augrabies,Commercial crime,2012,3
NC,Augrabies,Commercial crime,2013,3
NC,Augrabies,Commercial crime,2014,5
NC,Augrabies,Common assault,2005,0
NC,Augrabies,Common assault,2006,0
NC,Augrabies,Common assault,2007,0
NC,Augrabies,Common assault,2008,0
NC,Augrabies,Common assault,2009,0
NC,Augrabies,Common assault,2010,81
NC,Augrabies,Common assault,2011,73
NC,Augrabies,Common assault,2012,42
NC,Augrabies,Common assault,2013,29
NC,Augrabies,Common assault,2014,18
NC,Augrabies,Common robbery,2005,0
NC,Augrabies,Common robbery,2006,0
NC,Augrabies,Common robbery,2007,0
NC,Augrabies,Common robbery,2008,0
NC,Augrabies,Common robbery,2009,0
NC,Augrabies,Common robbery,2010,2
NC,Augrabies,Common robbery,2011,1
NC,Augrabies,Common robbery,2012,4
NC,Augrabies,Common robbery,2013,0
NC,Augrabies,Common robbery,2014,0
NC,Augrabies,Crimen injuria,2005,0
NC,Augrabies,Crimen injuria,2006,0
NC,Augrabies,Crimen injuria,2007,0
NC,Augrabies,Crimen injuria,2008,0
NC,Augrabies,Crimen injuria,2009,0
NC,Augrabies,Crimen injuria,2010,6
NC,Augrabies,Crimen injuria,2011,5
NC,Augrabies,Crimen injuria,2012,6
NC,Augrabies,Crimen injuria,2013,1
NC,Augrabies,Crimen injuria,2014,6
NC,Augrabies,Culpable homicide,2005,0
NC,Augrabies,Culpable homicide,2006,0
NC,Augrabies,Culpable homicide,2007,0
NC,Augrabies,Culpable homicide,2008,0
NC,Augrabies,Culpable homicide,2009,0
NC,Augrabies,Culpable homicide,2010,3
NC,Augrabies,Culpable homicide,2011,3
NC,Augrabies,Culpable homicide,2012,2
NC,Augrabies,Culpable homicide,2013,4
NC,Augrabies,Culpable homicide,2014,5
NC,Augrabies,Driving under the influence of alcohol or drugs,2005,0
NC,Augrabies,Driving under the influence of alcohol or drugs,2006,0
NC,Augrabies,Driving under the influence of alcohol or drugs,2007,0
NC,Augrabies,Driving under the influence of alcohol or drugs,2008,0
NC,Augrabies,Driving under the influence of alcohol or drugs,2009,0
NC,Augrabies,Driving under the influence of alcohol or drugs,2010,0
NC,Augrabies,Driving under the influence of alcohol or drugs,2011,2
NC,Augrabies,Driving under the influence of alcohol or drugs,2012,0
NC,Augrabies,Driving under the influence of alcohol or drugs,2013,1
NC,Augrabies,Driving under the influence of alcohol or drugs,2014,2
NC,Augrabies,Drug-related crime,2005,0
NC,Augrabies,Drug-related crime,2006,0
NC,Augrabies,Drug-related crime,2007,0
NC,Augrabies,Drug-related crime,2008,0
NC,Augrabies,Drug-related crime,2009,0
NC,Augrabies,Drug-related crime,2010,62
NC,Augrabies,Drug-related crime,2011,102
NC,Augrabies,Drug-related crime,2012,124
NC,Augrabies,Drug-related crime,2013,72
NC,Augrabies,Drug-related crime,2014,33
NC,Augrabies,Kidnapping,2005,0
NC,Augrabies,Kidnapping,2006,0
NC,Augrabies,Kidnapping,2007,0
NC,Augrabies,Kidnapping,2008,0
NC,Augrabies,Kidnapping,2009,0
NC,Augrabies,Kidnapping,2010,0
NC,Augrabies,Kidnapping,2011,1
NC,Augrabies,Kidnapping,2012,0
NC,Augrabies,Kidnapping,2013,0
NC,Augrabies,Kidnapping,2014,0
NC,Augrabies,Malicious injury to property,2005,0
NC,Augrabies,Malicious injury to property,2006,0
NC,Augrabies,Malicious injury to property,2007,0
NC,Augrabies,Malicious injury to property,2008,0
NC,Augrabies,Malicious injury to property,2009,0
NC,Augrabies,Malicious injury to property,2010,27
NC,Augrabies,Malicious injury to property,2011,22
NC,Augrabies,Malicious injury to property,2012,15
NC,Augrabies,Malicious injury to property,2013,19
NC,Augrabies,Malicious injury to property,2014,9
NC,Augrabies,Murder,2005,0
NC,Augrabies,Murder,2006,0
NC,Augrabies,Murder,2007,0
NC,Augrabies,Murder,2008,0
NC,Augrabies,Murder,2009,0
NC,Augrabies,Murder,2010,8
NC,Augrabies,Murder,2011,7
NC,Augrabies,Murder,2012,5
NC,Augrabies,Murder,2013,8
NC,Augrabies,Murder,2014,6
NC,Augrabies,Neglect and ill-treatment of children,2005,0
NC,Augrabies,Neglect and ill-treatment of children,2006,0
NC,Augrabies,Neglect and ill-treatment of children,2007,0
NC,Augrabies,Neglect and ill-treatment of children,2008,0
NC,Augrabies,Neglect and ill-treatment of children,2009,0
NC,Augrabies,Neglect and ill-treatment of children,2010,0
NC,Augrabies,Neglect and ill-treatment of children,2011,0
NC,Augrabies,Neglect and ill-treatment of children,2012,0
NC,Augrabies,Neglect and ill-treatment of children,2013,0
NC,Augrabies,Neglect and ill-treatment of children,2014,0
NC,Augrabies,Public violence,2005,0
NC,Augrabies,Public violence,2006,0
NC,Augrabies,Public violence,2007,0
NC,Augrabies,Public violence,2008,0
NC,Augrabies,Public violence,2009,0
NC,Augrabies,Public violence,2010,1
NC,Augrabies,Public violence,2011,2
NC,Augrabies,Public violence,2012,1
NC,Augrabies,Public violence,2013,0
NC,Augrabies,Public violence,2014,0
NC,Augrabies,Robbery at non-residential premises,2005,0
NC,Augrabies,Robbery at non-residential premises,2006,0
NC,Augrabies,Robbery at non-residential premises,2007,0
NC,Augrabies,Robbery at non-residential premises,2008,0
NC,Augrabies,Robbery at non-residential premises,2009,0
NC,Augrabies,Robbery at non-residential premises,2010,0
NC,Augrabies,Robbery at non-residential premises,2011,1
NC,Augrabies,Robbery at non-residential premises,2012,0
NC,Augrabies,Robbery at non-residential premises,2013,1
NC,Augrabies,Robbery at non-residential premises,2014,0
NC,Augrabies,Robbery at residential premises,2005,0
NC,Augrabies,Robbery at residential premises,2006,0
NC,Augrabies,Robbery at residential premises,2007,0
NC,Augrabies,Robbery at residential premises,2008,0
NC,Augrabies,Robbery at residential premises,2009,0
NC,Augrabies,Robbery at residential premises,2010,0
NC,Augrabies,Robbery at residential premises,2011,0
NC,Augrabies,Robbery at residential premises,2012,1
NC,Augrabies,Robbery at residential premises,2013,0
NC,Augrabies,Robbery at residential premises,2014,0
NC,Augrabies,Robbery with aggravating circumstances,2005,0
NC,Augrabies,Robbery with aggravating circumstances,2006,0
NC,Augrabies,Robbery with aggravating circumstances,2007,0
NC,Augrabies,Robbery with aggravating circumstances,2008,0
NC,Augrabies,Robbery with aggravating circumstances,2009,0
NC,Augrabies,Robbery with aggravating circumstances,2010,0
NC,Augrabies,Robbery with aggravating circumstances,2011,2
NC,Augrabies,Robbery with aggravating circumstances,2012,1
NC,Augrabies,Robbery with aggravating circumstances,2013,2
NC,Augrabies,Robbery with aggravating circumstances,2014,1
NC,Augrabies,Shoplifting,2005,0
NC,Augrabies,Shoplifting,2006,0
NC,Augrabies,Shoplifting,2007,0
NC,Augrabies,Shoplifting,2008,0
NC,Augrabies,Shoplifting,2009,0
NC,Augrabies,Shoplifting,2010,0
NC,Augrabies,Shoplifting,2011,0
NC,Augrabies,Shoplifting,2012,0
NC,Augrabies,Shoplifting,2013,0
NC,Augrabies,Shoplifting,2014,1
NC,Augrabies,Stock-theft,2005,0
NC,Augrabies,Stock-theft,2006,0
NC,Augrabies,Stock-theft,2007,0
NC,Augrabies,Stock-theft,2008,0
NC,Augrabies,Stock-theft,2009,0
NC,Augrabies,Stock-theft,2010,8
NC,Augrabies,Stock-theft,2011,6
NC,Augrabies,Stock-theft,2012,4
NC,Augrabies,Stock-theft,2013,5
NC,Augrabies,Stock-theft,2014,6
NC,Augrabies,Theft of motor vehicle and motorcycle,2005,0
NC,Augrabies,Theft of motor vehicle and motorcycle,2006,0
NC,Augrabies,Theft of motor vehicle and motorcycle,2007,0
NC,Augrabies,Theft of motor vehicle and motorcycle,2008,0
NC,Augrabies,Theft of motor vehicle and motorcycle,2009,0
NC,Augrabies,Theft of motor vehicle and motorcycle,2010,1
NC,Augrabies,Theft of motor vehicle and motorcycle,2011,1
NC,Augrabies,Theft of motor vehicle and motorcycle,2012,1
NC,Augrabies,Theft of motor vehicle and motorcycle,2013,0
NC,Augrabies,Theft of motor vehicle and motorcycle,2014,3
NC,Augrabies,Theft out of or from motor vehicle,2005,0
NC,Augrabies,Theft out of or from motor vehicle,2006,0
NC,Augrabies,Theft out of or from motor vehicle,2007,0
NC,Augrabies,Theft out of or from motor vehicle,2008,0
NC,Augrabies,Theft out of or from motor vehicle,2009,0
NC,Augrabies,Theft out of or from motor vehicle,2010,8
NC,Augrabies,Theft out of or from motor vehicle,2011,8
NC,Augrabies,Theft out of or from motor vehicle,2012,2
NC,Augrabies,Theft out of or from motor vehicle,2013,5
NC,Augrabies,Theft out of or from motor vehicle,2014,2
NC,Augrabies,Total Sexual Crimes,2005,0
NC,Augrabies,Total Sexual Crimes,2006,0
NC,Augrabies,Total Sexual Crimes,2007,0
NC,Augrabies,Total Sexual Crimes,2008,0
NC,Augrabies,Total Sexual Crimes,2009,0
NC,Augrabies,Total Sexual Crimes,2010,35
NC,Augrabies,Total Sexual Crimes,2011,47
NC,Augrabies,Total Sexual Crimes,2012,39
NC,Augrabies,Total Sexual Crimes,2013,34
NC,Augrabies,Total Sexual Crimes,2014,24
NC,Augrabies,Truck hijacking,2005,0
NC,Augrabies,Truck hijacking,2006,0
NC,Augrabies,Truck hijacking,2007,0
NC,Augrabies,Truck hijacking,2008,0
NC,Augrabies,Truck hijacking,2009,0
NC,Augrabies,Truck hijacking,2010,0
NC,Augrabies,Truck hijacking,2011,0
NC,Augrabies,Truck hijacking,2012,0
NC,Augrabies,Truck hijacking,2013,0
NC,Augrabies,Truck hijacking,2014,0
NC,Augrabies,Unlawful possession of firearms and ammunition,2005,0
NC,Augrabies,Unlawful possession of firearms and ammunition,2006,0
NC,Augrabies,Unlawful possession of firearms and ammunition,2007,0
NC,Augrabies,Unlawful possession of firearms and ammunition,2008,0
NC,Augrabies,Unlawful possession of firearms and ammunition,2009,0
NC,Augrabies,Unlawful possession of firearms and ammunition,2010,2
NC,Augrabies,Unlawful possession of firearms and ammunition,2011,1
NC,Augrabies,Unlawful possession of firearms and ammunition,2012,1
NC,Augrabies,Unlawful possession of firearms and ammunition,2013,0
NC,Augrabies,Unlawful possession of firearms and ammunition,2014,0
NC,Barkly West,All theft not mentioned elsewhere,2005,139
NC,Barkly West,All theft not mentioned elsewhere,2006,89
NC,Barkly West,All theft not mentioned elsewhere,2007,64
NC,Barkly West,All theft not mentioned elsewhere,2008,46
NC,Barkly West,All theft not mentioned elsewhere,2009,80
NC,Barkly West,All theft not mentioned elsewhere,2010,85
NC,Barkly West,All theft not mentioned elsewhere,2011,112
NC,Barkly West,All theft not mentioned elsewhere,2012,131
NC,Barkly West,All theft not mentioned elsewhere,2013,65
NC,Barkly West,All theft not mentioned elsewhere,2014,61
NC,Barkly West,Arson,2005,5
NC,Barkly West,Arson,2006,2
NC,Barkly West,Arson,2007,1
NC,Barkly West,Arson,2008,2
NC,Barkly West,Arson,2009,2
NC,Barkly West,Arson,2010,5
NC,Barkly West,Arson,2011,1
NC,Barkly West,Arson,2012,0
NC,Barkly West,Arson,2013,5
NC,Barkly West,Arson,2014,1
NC,Barkly West,Assault with the intent to inflict grievous bodily harm,2005,142
NC,Barkly West,Assault with the intent to inflict grievous bodily harm,2006,121
NC,Barkly West,Assault with the intent to inflict grievous bodily harm,2007,105
NC,Barkly West,Assault with the intent to inflict grievous bodily harm,2008,135
NC,Barkly West,Assault with the intent to inflict grievous bodily harm,2009,109
NC,Barkly West,Assault with the intent to inflict grievous bodily harm,2010,170
NC,Barkly West,Assault with the intent to inflict grievous bodily harm,2011,105
NC,Barkly West,Assault with the intent to inflict grievous bodily harm,2012,114
NC,Barkly West,Assault with the intent to inflict grievous bodily harm,2013,97
NC,Barkly West,Assault with the intent to inflict grievous bodily harm,2014,83
NC,Barkly West,Attempted murder,2005,42
NC,Barkly West,Attempted murder,2006,34
NC,Barkly West,Attempted murder,2007,38
NC,Barkly West,Attempted murder,2008,16
NC,Barkly West,Attempted murder,2009,25
NC,Barkly West,Attempted murder,2010,20
NC,Barkly West,Attempted murder,2011,10
NC,Barkly West,Attempted murder,2012,10
NC,Barkly West,Attempted murder,2013,11
NC,Barkly West,Attempted murder,2014,9
NC,Barkly West,Burglary at non-residential premises,2005,52
NC,Barkly West,Burglary at non-residential premises,2006,40
NC,Barkly West,Burglary at non-residential premises,2007,41
NC,Barkly West,Burglary at non-residential premises,2008,44
NC,Barkly West,Burglary at non-residential premises,2009,35
NC,Barkly West,Burglary at non-residential premises,2010,23
NC,Barkly West,Burglary at non-residential premises,2011,38
NC,Barkly West,Burglary at non-residential premises,2012,46
NC,Barkly West,Burglary at non-residential premises,2013,33
NC,Barkly West,Burglary at non-residential premises,2014,28
NC,Barkly West,Burglary at residential premises,2005,103
NC,Barkly West,Burglary at residential premises,2006,79
NC,Barkly West,Burglary at residential premises,2007,60
NC,Barkly West,Burglary at residential premises,2008,45
NC,Barkly West,Burglary at residential premises,2009,57
NC,Barkly West,Burglary at residential premises,2010,90
NC,Barkly West,Burglary at residential premises,2011,94
NC,Barkly West,Burglary at residential premises,2012,69
NC,Barkly West,Burglary at residential premises,2013,52
NC,Barkly West,Burglary at residential premises,2014,60
NC,Barkly West,Carjacking,2005,0
NC,Barkly West,Carjacking,2006,0
NC,Barkly West,Carjacking,2007,0
NC,Barkly West,Carjacking,2008,0
NC,Barkly West,Carjacking,2009,0
NC,Barkly West,Carjacking,2010,0
NC,Barkly West,Carjacking,2011,0
NC,Barkly West,Carjacking,2012,0
NC,Barkly West,Carjacking,2013,0
NC,Barkly West,Carjacking,2014,0
NC,Barkly West,Commercial crime,2005,15
NC,Barkly West,Commercial crime,2006,7
NC,Barkly West,Commercial crime,2007,12
NC,Barkly West,Commercial crime,2008,8
NC,Barkly West,Commercial crime,2009,8
NC,Barkly West,Commercial crime,2010,11
NC,Barkly West,Commercial crime,2011,18
NC,Barkly West,Commercial crime,2012,4
NC,Barkly West,Commercial crime,2013,5
NC,Barkly West,Commercial crime,2014,10
NC,Barkly West,Common assault,2005,77
NC,Barkly West,Common assault,2006,65
NC,Barkly West,Common assault,2007,44
NC,Barkly West,Common assault,2008,31
NC,Barkly West,Common assault,2009,42
NC,Barkly West,Common assault,2010,72
NC,Barkly West,Common assault,2011,57
NC,Barkly West,Common assault,2012,50
NC,Barkly West,Common assault,2013,49
NC,Barkly West,Common assault,2014,50
NC,Barkly West,Common robbery,2005,11
NC,Barkly West,Common robbery,2006,12
NC,Barkly West,Common robbery,2007,6
NC,Barkly West,Common robbery,2008,11
NC,Barkly West,Common robbery,2009,7
NC,Barkly West,Common robbery,2010,14
NC,Barkly West,Common robbery,2011,10
NC,Barkly West,Common robbery,2012,3
NC,Barkly West,Common robbery,2013,11
NC,Barkly West,Common robbery,2014,8
